Contingency Plan-Drought Habitations Report - 2016,,,,,,,,,,,,,,,,,,,,,,,
District:PRAKASAM,,,,,,,,,,,,,,,,,,,,,,,
Sl.No,Mandal,HabitationName/Code,Scarcity Name,Transportation,,Hiring of Private Sources,,Flushing of BW,,Deepening of OW,,Deepening of OW,,Anticipated max.period for,,Filling of SS Tanks,,,Power Problem,Power Estimate,Measures To Tackle Scarcity,,Remarks
,,,,,,,,,,(Includes Flushing),,,,Trans/Hiring,,,,,,,permanently,,
,,,,Trans,Transport Estimate,Hiring of Sources,Hiring Estimate,Flushing,Flushing Estimate,Deepening,Deepening Estimate,Deepening OW,Deepening OW Estimate,From Date,To Date,SST NUM,SST EST,SCHEME,,,Type Of Work,Work Estimate Cost,
,,,,Yes/No,,,,,,,,,,,,,,,,,,,
802,GIDDALUR,SINGAMPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.4,0,0,-,-,0,0,-,No,0,AUG,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
803,GIDDALUR,ANKALAMPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,3,1.2,0,0,-,-,0,0,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
804,GIDDALUR,ADIMURTHYPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,EXTN,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
805,GIDDALUR,JAMMULLAPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,EXTN,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
806,MARRIPUDI,JANGALAPALLI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,4,New source
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
807,KOTHAPATNAM,MOTUMALA/,SEASONAL BOREWELLS,No,0,0,0,0,0,1,0.5,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
808,KOTHAPATNAM,ALOORU/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,CPWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
809,KOTHAPATNAM,GADE PALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,0.25,CPWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
810,KOTHAPATNAM,M.T. RAJU COLONY/,SOURCE DRIED UP,Yes,3,0,0,0,0,0,0,0,0,########,########,1,0.5,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
811,ULAVAPADU,VEERIPALLI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1.5,Extension to Model school
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
812,PAMUR,KODIGUMPALA/,SOURCE DRIED UP,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,11,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
813,PAMUR,AYYANNAKOTA/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.75,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
814,PAMUR,BODAWADA/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
815,INKOLLU,NAKKALA PALEM/,OTHERS,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,5,Extension of pipe line
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
816,DONAKONDA,POLE PALLI/,G.W TABLE DEPLETION,No,0,0,0,1,0.05,1,0.25,0,0,-,-,0,0,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
817,DONAKONDA,KANDULAVARI PALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
818,DONAKONDA,PADAMATI LAKSHMI PURAM/,G.W TABLE DEPLETION,No,0,0,0,2,0.1,3,0.75,0,0,-,-,0,0,-,No,0,EXTN,0.6,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
819,DONAKONDA,RAMA PURAM/,G.W TABLE DEPLETION,No,0,0,0,2,0.1,3,0.75,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
820,DONAKONDA,YARRABALEM/,G.W TABLE DEPLETION,No,0,0,0,3,0.15,3,0.75,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
821,DONAKONDA,OBBA PURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
822,DONAKONDA,RAGAMUKKA PALLI/,G.W TABLE DEPLETION,No,0,0,0,2,0.1,2,0.5,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
823,DONAKONDA,KOTCHERLA KOTA/,G.W TABLE DEPLETION,No,0,0,0,5,0.25,5,1.25,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
824,DONAKONDA,SIDDAYA PALEM/,SOURCE DRIED UP,Yes,2.22,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,EXTN,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
825,DONAKONDA,KOTHAVENKATAPURAM/,PIPE LINE DAMAGE,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
826,DONAKONDA,GANGADEVI PALLI/,G.W TABLE DEPLETION,No,0,0,0,3,0.15,3,0.75,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
827,MARRIPUDI,RAJUPALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
828,MARRIPUDI,REGALA GADDA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
829,MARRIPUDI,KAKARLA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
830,MARRIPUDI,SIVARAYUNI PETA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
831,MARRIPUDI,CHIMATA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
832,MARRIPUDI,RAVELLAVARIPALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
833,MARRIPUDI,VALLAYA PALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
834,MARRIPUDI,ANKEPALLI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
835,MARRIPUDI,CHENCHIREDDY PALLI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
836,MARRIPUDI,TURUPUPALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
837,MARRIPUDI,DHARMAVARAM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,3.2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
838,MARRIPUDI,GARLAPETA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
839,MARRIPUDI,KOTHURU/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
840,MARRIPUDI,VANKAMARRI PALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1.2,New source
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
841,MARRIPUDI,SIDDAREDDY PALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,0.9,New sources
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
842,HANUMANTHUNIPADU,HAZEEPURAM/,G.W TABLE DEPLETION,Yes,4.65,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
843,BALLIKURAVA,VIADANA/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,CPWS,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
844,BALLIKURAVA,KUKATLAPALLI/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,MPWS,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
845,BALLIKURAVA,VELAMAVARIPALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,4,R.O Plant
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
846,BALLIKURAVA,KOTHURU/,OTHERS,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,4,R.O Plant
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
847,BALLIKURAVA,KONIDENA/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,CPWS,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
848,BALLIKURAVA,K.RAJUPALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,2,-,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
849,BALLIKURAVA,KONDAYAPALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,4,New source
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
850,BALLIKURAVA,CHENNUPALLI/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,MPWS,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
851,SINGARAYAKONDA,OLD SINGARAYA KONDA/,BOREWELL SILT RAISING,No,0,0,0,2,0.09,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
852,SINGARAYAKONDA,SANAM PUDI/,BOREWELL SILT RAISING,No,0,0,0,7,0.31,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
853,SINGARAYAKONDA,SINGARAYA KONDA/,-,No,0,0,0,8,0.36,0,0,0,0,-,-,0,0,-,No,0,OTHERS,5,New source
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
854,SINGARAYAKONDA,GOLLA PALEM OF SANAMPUDI/,BOREWELL SILT RAISING,No,0,0,0,2,0.09,0,0,0,0,-,-,0,0,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
855,SINGARAYAKONDA,GOWTHUKATTAVARI PALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,0.75,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
856,SINGARAYAKONDA,GOLLAPALEM OF PEDDA KANUMALA/,BOREWELL SILT RAISING,No,0,0,0,2,0.09,0,0,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
857,SINGARAYAKONDA,PEDAKANUMALLA/,-,No,0,0,0,2,0.09,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,Resto. of Scheme
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
858,KANIGIRI,L.KOTHAPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.5,0,0,-,-,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
859,KANIGIRI,MANDADIVARIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
860,KANIGIRI,LINGAREDDYPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
861,KANIGIRI,TAKKELLAPADU/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,AUG,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
862,KANIGIRI,KARTIKAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
863,KANIGIRI,KANCHELAVARIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
864,KANIGIRI,JAMMALAMADAKA/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.5,0,0,-,-,0,0,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
865,KANIGIRI,YEGUVAPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,OTHERS,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
866,KANIGIRI,KRISHNAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.5,0,0,-,-,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
867,KANIGIRI,GURAVAGIPETA/,G.W TABLE DEPLETION,No,0,0,0,0,0,3,0.75,0,0,-,-,0,0,-,No,0,PWS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
868,KANIGIRI,DAKSHANAMPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,0.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
869,KANIGIRI,BUDDAYAPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.5,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
870,KANIGIRI,MITTAMEDIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
871,KANIGIRI,BOTIKERLAPADU/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,AUG,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
872,KANIGIRI,CHEERLADINNE/,G.W TABLE DEPLETION,No,0,0,0,0,0,3,0.75,0,0,-,-,0,0,-,No,0,AUG,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
873,KANIGIRI,NALLAREDDYPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,3,0.75,0,0,-,-,0,0,-,No,0,AUG,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
874,KANIGIRI,ATLAVARIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
875,KANIGIRI,PATHAPADU/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,AUG,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
876,KANIGIRI,VIJAYAGOPALAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
877,KANIGIRI,NARAPUREDDYPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
878,KANIGIRI,BALAVENKATAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,OTHERS,0.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
879,KANIGIRI,BALLIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.5,0,0,-,-,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
880,KANIGIRI,PULLAYAPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
881,KANIGIRI,TAMTAMVARIPALI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
882,KANIGIRI,USTUMVARIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.5,0,0,-,-,0,0,-,No,0,PWS,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
883,KANIGIRI,VISWANADAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,PWS,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
884,KANIGIRI,YELURIVARIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,1,0.25,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
885,NAGULUPPALAPADU,EDUMUDI/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,1,2,PWS,No,0,OTHERS,15,SS Filter repair etc
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
886,NAGULUPPALAPADU,MUPPALLA/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,PWS,No,0,OTHERS,2,Open wells repair
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
887,NAGULUPPALAPADU,MADDI RALA/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,PWS,No,0,OTHERS,0.5,Open well platform
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
888,NAGULUPPALAPADU,THIMMASAMUDRAM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,PWS,No,0,PWS,15,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
889,NAGULUPPALAPADU,KANUPARTHI/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,2,PWS Scheme repair
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
890,NAGULUPPALAPADU,YANADI SANGAM/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
891,NAGULUPPALAPADU,PALLEPALEM/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
892,NAGULUPPALAPADU,REDDY PALEM/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
893,NAGULUPPALAPADU,VINODARAYUNI PALEM/,OTHERS,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
894,CHINAGANJAM,SANTHA RAVURU/,SOURCE DRIED UP,Yes,5,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
895,CHINAGANJAM,GONASAPUDI/,SOURCE DRIED UP,Yes,3,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
896,CHINAGANJAM,CHINTAGUM PALLI/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
897,CHINAGANJAM,SITA RAMA PURAM/,OTHERS,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,4,New MPWS Scheme required
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
898,MARKAPUR,BUPATI PALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
899,MARKAPUR,BIRUDULA NERVA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
900,MARKAPUR,MITTAMUDI PALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
901,MARKAPUR,BODICHERLA/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
902,MARKAPUR,CHINTA GUNTA/,G.W TABLE DEPLETION,Yes,2.88,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
903,MARKAPUR,KOLABHUMUNIPADU/,G.W TABLE DEPLETION,Yes,1.56,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,6,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
904,MARKAPUR,K.KOTHA PALLI/,G.W TABLE DEPLETION,Yes,1.55,0,0,0,0,1,0.5,0,0,########,########,0,0,-,No,0,OTHERS,6,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
905,MARKAPUR,JAMMANA PALLI/,G.W TABLE DEPLETION,Yes,1.54,0,0,0,0,1,0.5,0,0,########,########,0,0,-,No,0,OTHERS,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
906,ZARUGUMALLI,YEDLUR PAPU/,BOREWELL SILT RAISING,No,0,0,0,3,0.14,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
907,NAGULUPPALAPADU,CHEKURA PADU/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,1,0.5,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
908,NAGULUPPALAPADU,PATHA CHEERVANUPPALAPADU/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
909,NAGULUPPALAPADU,KOTHA CHEERVANUPPALAPADU/,SOURCE DRIED UP,Yes,1,0,0,4,0.16,0,0,0,0,########,########,1,2,CPWS,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
910,PEDAARAVEEDU,SANIKAVARAM/,SOURCE DRIED UP,Yes,16,0,0,0,0,2,1,0,0,########,########,0,0,-,No,0,OTHERS,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
911,PEDAARAVEEDU,SIVAPURAM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
912,PEDAARAVEEDU,KOTHUR/,G.W TABLE DEPLETION,Yes,2.3,0,0,0,0,2,1,0,0,########,########,0,0,-,No,0,OTHERS,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
913,PEDAARAVEEDU,HANUMAN JUNCTION/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,PWS,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
914,PEDAARAVEEDU,CHINTALAMUDIPI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
915,PEDAARAVEEDU,THOKA PALLI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
916,PEDAARAVEEDU,CHRISTIANPALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
917,PEDAARAVEEDU,KATAMRAJU THANDA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
918,PEDAARAVEEDU,GUNDAMCHERLA/,SOURCE DRIED UP,Yes,15,0,0,0,0,2,1,0,0,########,########,0,0,-,No,0,OTHERS,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
919,DORNALA,PANUKUMADUGU/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
920,DORNALA,MARRIPALEM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,3.25,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
921,DORNALA,CHINARUTLA/,G.W TABLE DEPLETION,No,0,0,0,0,0,6,3,0,0,########,########,0,0,-,No,0,OTHERS,6.25,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
922,DORNALA,PEDARUTLA/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
923,DORNALA,CHINTHALA/,G.W TABLE DEPLETION,No,0,0,0,0,0,6,3,0,0,########,########,0,0,-,No,0,OTHERS,6.25,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
924,DORNALA,Bhode Naik Thanda/,G.W TABLE DEPLETION,Yes,10,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
925,DORNALA,PADAMATIPALLI/,G.W TABLE DEPLETION,Yes,12.05,0,0,0,0,4,2,0,0,########,########,0,0,-,No,0,AUG,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
926,DORNALA,THURUPUPALLI/,G.W TABLE DEPLETION,Yes,15,0,0,0,0,4,2,0,0,########,########,0,0,-,No,0,OTHERS,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
